GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),54269.302865948135,,,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
                                           Sectoral approach(2),58002.6475037,13.47272772435,1.8698483447,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
1.  Energy industries,32435.5133046,1.295279026,0.1862756267,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,5114.4104956,0.315473444,0.0451620154,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
3.  Transport,12358.938043,2.30242995435,0.8007833094,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
4.  Other sectors,6843.0225065,9.12447329,0.828511566,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
5.  Other,1250.7631540000004,0.43507201,0.0091158272,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
B. Fugitive emissions from fuels,6.23184848892342,107.30020547963302,8.2764e-07,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.23184848892342,107.30020547963302,8.2764e-07,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
A.  Mineral industry,3179.1933221800086,,,,,,Summary1.As1,BELARUS,2013,Subsector,1. Energy
