GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,481.12430499713764,,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
B.  Manure management,,36.16205224485443,4.57839646132413,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
D.  Agricultural soils,,,44.0175810566684,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
G. Liming,2297.328,,,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
H. Urea application,158.2292066666667,,,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
A. Forest land (4),-41333.924155666704,0.316889088,0.0462667503,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
B. Cropland (4),20300.463333333348,,,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
D. Wetlands (4),49.50000000000004,,0.0106,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
E. Settlements (4),-5991.479949809498,,,Summary1.As2,BELARUS,1990,Subsector,3.  Agriculture
