GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),51347.32519816685,,,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
                                           Sectoral approach(2),52966.229331999995,13.75983033445,1.5998330778,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
1.  Energy industries,34162.4680845,1.08595817,0.154831684,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3756.0662174999998,0.14632263,0.02003321,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
3.  Transport,7107.347445,1.65179148945,0.5684938918,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
4.  Other sectors,6326.418919,10.336630345,0.845219074,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
5.  Other,1613.928666,0.5391277,0.011255218,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
B. Fugitive emissions from fuels,6.57642418999631,114.31116796100918,9.88e-07,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.57642418999631,114.31116796100918,9.88e-07,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
A.  Mineral industry,2075.399243380233,,,,,,Summary1.As1,BELARUS,2004,Subsector,1. Energy
