GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),48106.99356498766,,,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
                                           Sectoral approach(2),53031.66515735,11.06893992125,1.78359985844,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
1.  Energy industries,30300.1232595,1.395280378,0.1869429364,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4605.510807799999,0.3575333068,0.055283407,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
3.  Transport,10833.296331,2.16258965945,0.6668470378,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
4.  Other sectors,6488.10088185,6.860498257,0.868078657,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
5.  Other,804.6338772000001,0.29303832,0.00644782024,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,6.23259712803805,114.00929928668558,1.00222644e-06,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.23259712803805,114.00929928668558,1.00222644e-06,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
A.  Mineral industry,2848.3619899754717,,,,,,Summary1.As1,BELARUS,2020,Subsector,1. Energy
