GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),13662.614250000013,,,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
                                           Sectoral approach(2),13528.12738209198,6.64976049693982,0.60359473322728,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
1.  Energy industries,6358.032552250001,0.205792,0.036238,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1727.7124157788078,0.10253894532787,0.09234549853279,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
3.  Transport,3103.018387063171,0.95857800161195,0.18104433469449,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
4.  Other sectors,2338.497147,5.38284555,0.2939429,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
5.  Other,0.86688,6e-06,2.4e-05,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,56.9429886405838,9.12618630651028,0.00010624150058,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,56.9429886405838,9.12618630651028,0.00010624150058,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
A.  Mineral industry,422.44690034114956,,,,,Summary1.As1,LITHUANIA,1995,Subsector,1. Energy
