GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),11538.103874328028,,,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
                                           Sectoral approach(2),10977.227921325994,7.9423546102565,0.56131058113427,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
1.  Energy industries,2386.842748,0.937035,0.1258532,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1235.4974593216198,0.19656126252349,0.0447866592915,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
3.  Transport,5996.508514004374,0.25825074773301,0.24868802184277,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
4.  Other sectors,1338.09659,6.5503661,0.1414167,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
5.  Other,20.28261,0.0001415,0.000566,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
B. Fugitive emissions from fuels,253.5956970969518,10.76540050695925,3.818053927e-05,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,253.5956970969518,10.76540050695925,3.818053927e-05,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
A.  Mineral industry,539.4929120954135,,,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy
