GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),11620.842951704677,,,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
                                           Sectoral approach(2),11469.886267042155,8.4631461579518,0.42916211626821,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
1.  Energy industries,4436.222366,0.393186,0.0530482,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1366.6974833359188,0.16842772959536,0.03996040584234,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
3.  Transport,4294.051147706236,0.41565927835644,0.18104951042587,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
4.  Other sectors,1360.12879,7.48578465,0.15475,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
5.  Other,12.78648,8.85e-05,0.000354,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
B. Fugitive emissions from fuels,244.24871536956059,7.48429622383402,9.495334115e-05,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,244.24871536956059,7.48429622383402,9.495334115e-05,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
A.  Mineral industry,380.9195882479667,,,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy
