GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),11234.224603333345,,,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
                                           Sectoral approach(2),10984.04405379943,7.79427933496076,0.54278881056105,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
1.  Energy industries,5332.605029,0.25939,0.0381948,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1097.5893062717907,0.14908536930717,0.04511474718072,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
3.  Transport,3500.5697405276374,0.67771211565359,0.31185736338033,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
4.  Other sectors,1052.196378,6.70808435,0.1475919,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
5.  Other,1.0836,7.5e-06,3e-05,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
B. Fugitive emissions from fuels,114.61959746077252,8.12607455060302,0.00036022508792,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,114.61959746077252,8.12607455060302,0.00036022508792,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
A.  Mineral industry,352.29425735570595,,,,,Summary1.As1,LITHUANIA,2002,Subsector,1. Energy
