GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),12804.166939594787,,,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
                                           Sectoral approach(2),12552.946275033244,8.57205261867087,0.5177187663747,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
1.  Energy industries,4779.2928409999995,0.381713,0.052838,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1458.644239739192,0.18290001278854,0.05069031704205,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
3.  Transport,5088.019694294052,0.60439445588233,0.25770604933265,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
4.  Other sectors,1214.7087,7.40296015,0.1561444,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
5.  Other,12.2808,8.5e-05,0.00034,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
B. Fugitive emissions from fuels,140.76718954091342,9.11342947497959,0.00010599249707,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,140.76718954091342,9.11342947497959,0.00010599249707,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
A.  Mineral industry,520.6137343095677,,,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy
