GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),12729.457305500011,,,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
                                           Sectoral approach(2),12737.290959911035,8.31466307158131,0.51518337647873,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
1.  Energy industries,4714.560502,0.336241,0.0470448,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1617.9462217410028,0.20210141635506,0.05520903784651,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
3.  Transport,5117.882576170033,0.63313570522625,0.26270423863222,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
4.  Other sectors,1271.08482,7.14307545,0.1497873,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
5.  Other,15.81684,0.0001095,0.000438,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
B. Fugitive emissions from fuels,82.7717399429514,9.28184206917679,0.00012790480657,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,82.7717399429514,9.28184206917679,0.00012790480657,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
A.  Mineral industry,598.1606001633373,,,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy
