GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),10294.491120111115,,,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
                                           Sectoral approach(2),10293.90618246414,0.66155828120834,0.23545910308199,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
1.  Energy industries,1050.2069070988664,0.0752587375934,0.00945809934492,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1234.848215406508,0.0818416784401,0.0359963386115,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
3.  Transport,6504.09900163554,0.10642112510476,0.17385577473298,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
4.  Other sectors,1504.633808174049,0.39803466812341,0.01612993875703,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
5.  Other,0.11825014917664,2.07194667e-06,1.895163556e-05,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
B. Fugitive emissions from fuels,0.06466295868196,1.93303766872745,,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.06466295868196,1.93303766872745,,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
A.  Mineral industry,439.58905374637396,,,,,Summary1.As1,LUXEMBOURG,2012,Subsector,1. Energy
