GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),10043.658109610975,,,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
                                           Sectoral approach(2),10051.562380502388,0.67233719933995,0.19576724612136,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
1.  Energy industries,1183.8881069211359,0.06904360875318,0.00856257223236,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1198.763594226333,0.08078118907204,0.03947234022916,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
3.  Transport,6091.507591318851,0.1155133008851,0.12982611134332,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
4.  Other sectors,1577.2851600828196,0.40699674744798,0.01788171211214,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
5.  Other,0.11792795324732,2.35318165e-06,2.451020438e-05,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
B. Fugitive emissions from fuels,0.06786177897034,2.02686697211735,,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.06786177897034,2.02686697211735,,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
A.  Mineral industry,416.93181476996944,,,,,Summary1.As1,LUXEMBOURG,2009,Subsector,1. Energy
