GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),9117.045561356634,,,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
                                           Sectoral approach(2),9155.673113687792,0.81178185728686,0.29831136524305,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
1.  Energy industries,210.72197366446113,0.11595786269072,0.01538661061472,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1218.889802930472,0.17477240342519,0.05106533892404,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
3.  Transport,6108.472559581965,0.14020728841138,0.21789422309965,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
4.  Other sectors,1617.4752187491515,0.38084333402837,0.01395083640343,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
5.  Other,0.11355876174159,9.687312e-07,1.435620121e-05,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
B. Fugitive emissions from fuels,0.04148644622349,1.24571868041382,,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.04148644622349,1.24571868041382,,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
A.  Mineral industry,458.7695,,,,,Summary1.As1,LUXEMBOURG,2019,Subsector,1. Energy
