GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),11402.31081634323,,,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
                                           Sectoral approach(2),11418.54551355291,0.75069669200597,0.18020120450309,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
1.  Energy industries,1233.391573263614,0.06447455341804,0.00790948503535,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1357.6850356601713,0.0941473850025,0.04970286944588,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
3.  Transport,7182.455756871771,0.1856816558106,0.10332780153562,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
4.  Other sectors,1644.8929760444244,0.40638986470629,0.01922148924166,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
5.  Other,0.12017171292955,3.23306854e-06,3.955924458e-05,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,0.0714559873791,2.13547383368136,,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.0714559873791,2.13547383368136,,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
A.  Mineral industry,480.22219735542205,,,,,Summary1.As1,LUXEMBOURG,2005,Subsector,1. Energy
