GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7869.504561806022,,,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
                                           Sectoral approach(2),7908.5842963499335,0.87919589216009,0.2719982790418,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
1.  Energy industries,214.1561964144707,0.12427717377136,0.01648660434048,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1170.708655303104,0.24080357584614,0.06207584864322,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
3.  Transport,4868.026821599623,0.12179180495516,0.17963069636585,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
4.  Other sectors,1655.5817194785247,0.39232244468015,0.01379148650478,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
5.  Other,0.1109035542115,8.9290728e-07,1.364318747e-05,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,0.04049499414976,1.20935943792029,,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.04049499414976,1.20935943792029,,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
A.  Mineral industry,382.0172,,,,,Summary1.As1,LUXEMBOURG,2021,Subsector,1. Energy
