GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,2736.7493892383995,0.0563063790717,0.07432477056274,Summary1.As3,IRELAND,2010,Sector
CO2 emissions from biomass,1338.4981243591878,,,Summary1.As3,IRELAND,2010,Sector
