GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,508.8853733333333,576.7764010497187,20.65908579450229,Summary1.As2,IRELAND,2020,Sector
"4.  Land use, land-use change and forestry  (4)",6006.109452300014,22.58538989973066,1.52433855218394,Summary1.As2,IRELAND,2020,Sector
5.  Waste,30.75538558925782,29.67216438744415,0.41968471188545,Summary1.As2,IRELAND,2020,Sector
