GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,34629.81019310826,10.72587062672935,1.23697546867837,,,,Summary1.As1,IRELAND,2019,Sector
2.  Industrial processes and product use,2228.0846671024024,,0.147645,772.0260618579626,56.64595363636357,0.0014728156956,Summary1.As1,IRELAND,2019,Sector
