GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,2565.9421333340665,1110.0120606048954,73.69535418571208,Summary1.As2,CANADA,2015,Sector
"4.  Land use, land-use change and forestry  (4)",-1263.6863011634703,33.652211,1.497591,Summary1.As2,CANADA,2015,Sector
5.  Waste,140.6494296477426,782.1924238744657,4.80802020134091,Summary1.As2,CANADA,2015,Sector
