Main_Category,Year,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt)
6. Other,2007,0.0,0.88300778615794,2.95713872643072,0.0,107.75864337500548,0.02479573578807
6. Other,2008,0.0,0.4313908947993,3.14080354941435,0.0,101.43229475846894,0.02080813301348
6. Other,2009,0.0,0.26571718598644,2.72399262256608,0.0,95.64470361725562,0.01887128852603
6. Other,2010,0.0,0.26962666257685,2.75695788483492,0.0,90.34978396904762,0.02107807899001
6. Other,2011,0.0,0.24863229692447,3.22992220803775,0.0,97.70612258149076,0.01860116973136
6. Other,2012,0.0,0.16075169962345,2.94409575674292,0.0,101.1520236939339,0.01743989271597
6. Other,2013,0.0,0.18071279345301,2.73866384053075,0.0,92.86661230637723,0.01565526537578
6. Other,2014,0.0,0.20273389974148,2.82021961348286,0.0,88.49163841882037,0.01415995157775
6. Other,2015,0.0,0.20373229583197,2.73683027725996,0.0,88.02710203126342,0.01429951379032
6. Other,2016,0.0,0.23967477526842,2.79954748334049,0.0,85.55925247236787,0.01588266794551
6. Other,2017,0.0,0.23569471108981,2.85866494570992,0.0,82.79090593777134,0.01500801810709
6. Other,2018,0.0,0.21473704139285,2.8333805200533,0.0,79.67698788111879,0.0169561000735
6. Other,2019,0.0,0.21374718645502,2.88079129073923,0.0,76.16566257410209,0.01749201004888
6. Other,2020,0.0,0.10485600586812,2.52311917937539,0.0,72.19731892916643,0.01668004025218
6. Other,2021,0.0,0.16974390647637,2.51384649803103,0.0,67.70340419562372,0.01631473163969
Total,1990,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414
Total,1991,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504
Total,1992,597922.1096053956,5412.773361828221,151.4358931095106,13102.55620347052,617.6405516478967,0.05827520672488
Total,1993,583385.0584462105,5355.291009471564,137.0323899641951,13764.685728208276,538.7008464761537,0.05098350085002
Total,1994,577002.1620812862,5081.999547565378,139.2449717514107,14537.303027826963,546.4092799665525,0.05294168695483
Total,1995,569166.3775157833,5148.808197628839,134.66254722096738,15619.653424166469,533.2729159722217,0.05493050010729
Total,1996,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461
Total,1997,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415
Total,1998,569367.1492088307,4881.873577704541,135.94562415593998,15373.822893074395,435.31214191674064,0.05789710508732
Total,1999,562016.9034296797,4656.257970000691,103.80261191427914,8525.733722629047,412.3438056658791,0.06525650286023
Total,2000,569664.5188886405,4440.300650440893,101.53920045003952,6964.333102360221,518.6561076267035,0.07923086141182
Total,2001,578183.0449040702,4264.230417310926,96.65904471149624,7638.82274626573,432.1746820816712,0.06279787276026
Total,2002,559951.8059813032,4169.075637858351,91.1035318049333,8021.329617994803,365.481826428161,0.06436908062207
Total,2003,570567.3833893036,3973.232719362052,89.62835714034085,8797.697475213592,321.2956096285321,0.0565918238966
Total,2004,571948.500800855,3792.249823994491,91.36188886184772,7917.718776473689,407.081950631323,0.04750396522097
Total,2005,568441.0823483546,3616.8859147390417,87.7989264444471,8677.174859644147,366.13838284421047,0.04480063068911
Total,2006,565670.0399673455,3448.0306923570392,84.13912809202536,9521.972974739245,362.0397963791365,0.03715701028218
Total,2007,557124.5530986828,3295.300347539717,84.18463560901452,9964.982765223727,264.93432439613827,0.03533789528807
Total,2008,541772.1831109255,3064.00486903141,82.10219333230248,10396.918280966562,238.15566631334545,0.02851915001348
Total,2009,490774.6576363848,2890.482014400067,76.75023506445102,10920.908323045656,174.2226674221379,0.02443735752603
Total,2010,508588.672878558,2704.6006281120312,78.20812912634254,11503.328448886346,257.10069799553,0.02887383599001
Total,2011,465540.5457017914,2598.7697149938194,75.51051576550616,12134.882594745202,376.3728501496623,0.02407621923136
Total,2012,483427.42299713567,2534.4961957293176,74.53535876362096,12755.156837064387,221.6587985790211,0.02296657471597
Total,2013,473376.8567655967,2366.788999797462,74.5133580379318,13176.893651548758,274.1761522509474,0.02019341537578
Total,2014,434008.9272177405,2287.2403627153226,76.4625576647936,13343.159754723689,219.2113751137656,0.01864851157775
Total,2015,417899.521751107,2248.850292344083,75.76462361336294,13349.290500012065,257.22316213203703,0.01778316379032
Total,2016,394833.8305490154,2176.2411266065988,74.01543319186187,13359.726126137775,267.2317828235167,0.01907751794551
Total,2017,382359.88176205545,2189.9158739040686,75.3843507921433,13267.85990324142,386.9175695624334,0.01930961810709
Total,2018,375082.01874149445,2173.640425004562,74.68778488191973,12950.550048104113,134.94397124161105,0.0236165500735
Total,2019,361714.4349767572,2157.8937431545505,75.10587532536039,12333.145978974677,200.8581765675987,0.02085786004888
Total,2020,321430.23387779394,2069.971258555041,70.70719563316965,11525.463795236754,151.13515733409065,0.01788369025218
Total,2021,342591.0955324837,2051.168174868067,72.43470314429108,10819.710287153594,192.87758176493475,0.01794968163969
Uncategorized,1990,287486.34426402336,1386.975155565143,84.89842788219191,12068.45746747105,1412.8294976029822,0.01698125
Uncategorized,1991,281861.27410715155,1402.5644948746772,85.40485261199112,12582.825728160471,1164.21453901047,0.01698125
Uncategorized,1992,269436.8997238162,1391.7258715626606,70.63558748479264,13102.556203470524,529.3174647684687,0.01698125
Uncategorized,1993,253299.81839946873,1311.7120438952268,57.495060657071214,13764.685728208276,439.14362649325255,0.01698125
Uncategorized,1994,252175.225148093,1023.616359308066,57.34891174201375,14537.303027826963,433.54522932258743,0.01698125
Uncategorized,1995,251848.97025680245,1072.0672565220052,52.227082663427474,15619.653424166465,404.6469244102262,0.01698125
Uncategorized,1996,254474.18658045935,1010.4033541534156,51.77847685192797,16429.438360306707,384.6408905910294,0.01698125
Uncategorized,1997,241504.42944853468,932.383434455126,52.12865785569567,18356.10800468551,277.530625476061,0.01707625
Uncategorized,1998,245591.4415797217,840.1540566191394,53.21503283789811,15373.822893074397,272.0383946422669,0.01878625
Uncategorized,1999,235913.57266419736,735.8369631700144,21.06251429290324,8525.733722629047,224.5789963002337,0.02736
Uncategorized,2000,244234.33952794044,669.0299230719662,21.86156727451751,6964.333102360221,302.7265768562122,0.0435005
Uncategorized,2001,252199.97523155704,619.9117813023983,19.79962985774749,7638.8227462657305,300.4576683116712,0.03009125
Uncategorized,2002,245645.56112483895,593.7741583594841,14.42937331317988,8021.329617994803,233.76481265816102,0.03371075
Uncategorized,2003,255794.27456329725,535.9362433792764,13.64155535574148,8797.697475213592,190.18802450898778,0.0267698144
Uncategorized,2004,254832.41619592256,523.2759647710618,16.22338432963751,7917.718776473689,276.5841708924545,0.01547043992
Uncategorized,2005,255527.54114221415,454.6462778284277,13.760287186797939,8677.174859644147,243.9046066719657,0.0103364275
Uncategorized,2006,261066.27704227436,422.38066869440536,11.95391479259256,9521.972974739241,247.3656765209034,0.012011154
Uncategorized,2007,257596.38586015365,404.17635845777056,12.963911355982201,9964.982765223729,157.17568102113276,0.0105421595
Uncategorized,2008,248423.11899150105,386.75236734779133,11.98938948265523,10396.918280966562,136.72337155487648,0.007711017
Uncategorized,2009,216847.13617079533,384.12504871739526,7.37639631116224,10920.908323045656,78.57796380488229,0.005566069
Uncategorized,2010,223491.39795927814,374.81120163740417,7.846059180046681,11503.328448886348,166.7509140264824,0.007795757
Uncategorized,2011,207618.61606134515,361.81510104759155,4.18882878794855,12134.882594745202,278.66672756817155,0.0054750495
Uncategorized,2012,219171.14201921888,360.8869514554759,4.14252441540651,12755.156837064387,120.50677488508717,0.005526682
Uncategorized,2013,211787.43483268903,313.60258813308894,4.03649770046382,13176.893651548758,181.30953994457016,0.00453815
Uncategorized,2014,187003.91495349983,298.7896420843828,3.6450965250289302,13343.159754723687,130.7197366949452,0.00448856
Uncategorized,2015,166092.3160057317,278.62718679604694,3.47939660007616,13349.290500012066,169.19606010077365,0.00348365
Uncategorized,2016,138619.92009955036,239.73953780277117,2.7854654958410197,13359.726126137775,181.67253035114885,0.00319485
Uncategorized,2017,128210.60441839613,236.1284078935153,2.66830005589072,13267.85990324142,304.1266636246621,0.0043016
Uncategorized,2018,119814.17216367424,233.77511540293276,2.66352336557526,12950.550048104113,55.26698336049225,0.00666045
Uncategorized,2019,112046.15480858406,226.71643919172953,2.6924311354114403,12333.145978974675,124.6925139934966,0.00336585
Uncategorized,2020,100132.86394414373,207.98470326817684,2.64611661374635,11525.463795236754,78.93783840492422,0.00120365
Uncategorized,2021,101658.04266470409,197.98135925280366,2.50460613087071,10819.710287153594,125.17417756931103,0.00163495
