GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5136682.443659844,,,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
                                           Sectoral approach(2),5129984.035663281,449.944172385366,181.5035127787853,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
1.  Energy industries,2077242.0601029862,49.64834596891014,89.44844916632663,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,620955.5194126149,61.13411206943956,8.46125728682637,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
3.  Transport,1698360.3998123822,110.97477136152737,77.20398479240961,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
4.  Other sectors,562330.1711051111,226.2088506538936,4.19511289367102,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
5.  Other,171095.88523018593,1.97809233159536,2.19470863955169,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
B. Fugitive emissions from fuels,64372.05947642351,12203.886693360708,0.17197689068766,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
1.  Solid fuels,3507.389722944307,2704.171905474876,,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,60864.6697534792,9499.714787885832,0.17197689068766,,,,,Summary1.As1,USA,2015,Subsector,1. Energy
