GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5931435.099630637,,,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
                                           Sectoral approach(2),5865471.287449656,476.0966496287766,267.5740029820356,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
1.  Energy industries,2475251.4393128613,34.93679890674575,96.9307117947749,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,735005.5988042085,68.10553065357225,9.55020471753907,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
3.  Transport,1813242.2092655844,166.10441310439222,154.2986288311916,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
4.  Other sectors,607301.1383897855,203.0127369026793,4.14643937591926,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
5.  Other,234670.90167721655,3.93717006138707,2.64801826261082,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
B. Fugitive emissions from fuels,39120.043593591785,12366.015675846314,0.08977987260266,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
1.  Solid fuels,4143.957736290182,2887.375685774422,,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,34976.0858573016,9478.639990071893,0.08977987260266,,,,,Summary1.As1,USA,2004,Subsector,1. Energy
