GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5462419.03220535,,,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
                                           Sectoral approach(2),5462788.634312503,515.1905431830629,288.32715187548087,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
1.  Energy industries,2331406.923965285,24.33668802500475,80.85000604547903,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,734189.8380980871,73.01912236975718,10.18041211400245,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
3.  Transport,1646323.8624659071,229.53448824588526,191.2359225783313,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
4.  Other sectors,552057.2032945583,186.3649733347982,3.7062563471287,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
5.  Other,198810.80648866485,1.93527120761751,2.3545547905394,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
B. Fugitive emissions from fuels,39021.900792799395,12888.900562934574,0.08221357747337,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
1.  Solid fuels,4608.267824122196,3358.327807769219,,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,34413.6329686772,9530.572755165354,0.08221357747337,,,,,Summary1.As1,USA,1998,Subsector,1. Energy
