GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5028831.600899763,,,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
                                           Sectoral approach(2),5024177.930106465,423.6650689559136,175.85350597285986,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
1.  Energy industries,1960016.629243489,49.42889501608152,88.30880181308153,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,641382.0524523744,60.7594120585599,8.37458622709249,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
3.  Transport,1739212.201618504,107.84218847024786,73.24449447910322,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
4.  Other sectors,524653.3345428553,203.83878273339468,3.76036439961522,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
5.  Other,158913.71224924212,1.79579067762969,2.16525905396739,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
B. Fugitive emissions from fuels,55138.740333167414,11177.18344317466,0.13384289819412,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
1.  Solid fuels,2894.1363554127306,2421.587156577201,,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,52244.60397775468,8755.596286597458,0.13384289819412,,,,,Summary1.As1,USA,2016,Subsector,1. Energy
