GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5939151.699674267,,,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
                                           Sectoral approach(2),5889480.914750611,470.97790818676185,256.2111423759863,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
1.  Energy industries,2540235.285478855,37.65555031013874,101.32236401416785,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,710375.6883132395,66.65285767287486,9.36475490611062,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
3.  Transport,1830505.6056332772,157.517098617724,138.90147641571494,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
4.  Other sectors,586285.63115712,205.3481364706059,4.1002060595587,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
5.  Other,222078.7041681199,3.80426511541837,2.52234098043422,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,39430.4922469386,12196.789239403128,0.09178205185116,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
1.  Solid fuels,4169.714123785709,2829.533242542666,,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,35260.77812315289,9367.255996860462,0.09178205185116,,,,,Summary1.As1,USA,2005,Subsector,1. Energy
