GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5231264.131268891,,,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
                                           Sectoral approach(2),5239112.661171001,468.18693171551354,202.81327256675823,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
1.  Energy industries,2206614.1857091715,45.12116925065585,96.4026983019912,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,665519.2632138712,63.42366492314021,8.85758406010163,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
3.  Transport,1651971.8937352283,119.54777228603795,91.23536022232626,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
4.  Other sectors,553714.945946471,238.16815524365728,4.20129550906855,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
5.  Other,161292.37256625955,1.92617001202223,2.11633447327057,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
B. Fugitive emissions from fuels,57422.727099433134,12523.087916814597,0.14243432238334,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
1.  Solid fuels,3836.2504877726064,2833.4833001379507,,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,53586.47661166053,9689.604616676645,0.14243432238334,,,,,Summary1.As1,USA,2013,Subsector,1. Energy
