GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),57943.72009795341,,,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
                                           Sectoral approach(2),56722.202925992584,20.68734816083887,1.68982005905087,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
1.  Energy industries,13980.439982096561,0.43388399855524,0.15469337477854,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,10529.337119951737,0.61728498235986,0.33306688804374,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
3.  Transport,17217.425952610593,1.77378536236188,0.50035103646658,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
4.  Other sectors,14956.10621097111,17.86110037321387,0.69859204633502,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
5.  Other,38.89366036257854,0.00129344434802,0.00311671342699,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
B. Fugitive emissions from fuels,71.21646869110495,12.82547460661973,,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
1.  Solid fuels,,0.965138551,,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,71.21646869110495,11.86033605561973,,,,,Summary1.As1,AUSTRIA,1996,Subsector,1. Energy
