GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
C. Grassland (4),523.0530379202178,0.9514713,,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),87.61606092201868,,,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),600.6430555280864,,0.24841432057961,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
F. Other land (4),491.3259909903541,,0.03664254782351,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-1371.9200632010109,,,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,51.25149053086109,,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,2.62693865701005,0.24448397421354,Summary1.As2,AUSTRIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
