GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),51336.27617691839,,,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
                                           Sectoral approach(2),50018.55806038451,23.06976834110424,1.52644262027059,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
1.  Energy industries,11510.579030749099,0.34314320777607,0.12155903430193,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,9117.336947419177,0.57701395025831,0.26124051002298,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
3.  Transport,15191.457546031404,2.7110457026363,0.4847230110067,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
4.  Other sectors,14165.50994305645,19.43743596871309,0.65612799475315,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
5.  Other,33.67459312838082,0.00112951172047,0.00279207018583,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
B. Fugitive emissions from fuels,120.20828062730403,19.68046212805856,,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
1.  Solid fuels,,7.692635753,,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,120.20828062730403,11.98782637505856,,,,,Summary1.As1,AUSTRIA,1992,Subsector,1. Energy
