GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),66692.87981352965,,,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
                                           Sectoral approach(2),65314.89527904706,14.69788561093162,1.9529931149398,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
1.  Energy industries,15946.834929348594,0.61677457982288,0.23389273969229,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,11210.769509204652,0.81724816069027,0.48197293225418,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
3.  Transport,24743.130667308847,1.11043737392648,0.58171200533015,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
4.  Other sectors,13370.591570426192,12.15200868068065,0.6521512523697,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
5.  Other,43.56860275876974,0.00141681581134,0.00326418529348,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,160.09473264444233,11.09016925517425,,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
1.  Solid fuels,,0.005372328,,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,160.09473264444233,11.08479692717425,,,,,Summary1.As1,AUSTRIA,2005,Subsector,1. Energy
