GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),54106.72671877773,,,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
                                           Sectoral approach(2),53238.41792071039,20.71691607195709,0.90784467298526,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
1.  Energy industries,20182.490439194597,0.86100781460288,0.22071892792058,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4378.972768500509,0.27935951933741,0.05276700677231,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
3.  Transport,12753.365008957575,1.89504609906028,0.38344856806653,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
4.  Other sectors,15912.775822355248,17.68142826324812,0.25061266739224,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
5.  Other,10.81388170245541,7.43757084e-05,0.0002975028336,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
B. Fugitive emissions from fuels,117.0116636793723,84.79735745112049,0.00127786887661,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
1.  Solid fuels,,3.05658891,,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,117.0116636793723,81.74076854112049,0.00127786887661,,,,Summary1.As1,HUNGARY,2006,Subsector,1. Energy
