GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,2018.4389327271458,0.796510132,12.568196,,,Summary1.As1,HUNGARY,1989,Subsector,2.  Industrial processes and product use
C.  Metal industry,3897.8839958180124,0.34745603589731,,354.3290792400518,,Summary1.As1,HUNGARY,1989,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,266.54156508974285,,,,,Summary1.As1,HUNGARY,1989,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.53983502239097,,0.00047968424491,Summary1.As1,HUNGARY,1989,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,HUNGARY,1989,Subsector,2.  Industrial processes and product use
