GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,2239.6742517386942,0.821290132,14.279122,,,Summary1.As1,HUNGARY,1987,Subsector,2.  Industrial processes and product use
C.  Metal industry,4395.20520848396,0.40863349047651,,335.68128144505164,,Summary1.As1,HUNGARY,1987,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,224.30119795324083,,,,,Summary1.As1,HUNGARY,1987,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.53906182418224,,0.00036806436925,Summary1.As1,HUNGARY,1987,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,HUNGARY,1987,Subsector,2.  Industrial processes and product use
