GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,2006.1228415440823,0.802600132,13.744705,,,Summary1.As1,HUNGARY,1988,Subsector,2.  Industrial processes and product use
C.  Metal industry,4411.261239011213,0.40290087714642,,326.6615487390964,,Summary1.As1,HUNGARY,1988,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,217.23469117208765,,,,,Summary1.As1,HUNGARY,1988,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.57991749234164,,0.00043359128497,Summary1.As1,HUNGARY,1988,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,HUNGARY,1988,Subsector,2.  Industrial processes and product use
