GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,72.75530120280324,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
B.  Manure management,,24.32973205483836,1.44608280054747,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
C.  Rice cultivation,,0.79894788334279,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
D.  Agricultural soils,,,9.71426189955223,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.010155573288,0.0002632926408,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
G. Liming,17.594291067892,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
H. Urea application,55.5314335205715,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,69.16441474660172,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
A. Forest land (4),-4333.154566755753,0.53567944985616,0.05807493131589,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture
