GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),SF6 (kt)
A. Forest land (4),-18338.948168729592,1.960533,1.8427,Summary1.As2,LATVIA,1991,Subsector,3.  Agriculture,,
B. Cropland (4),2335.701375333336,7.755639,,Summary1.As2,LATVIA,1991,Subsector,3.  Agriculture,,
C. Grassland (4),941.338948000001,7.847619,0.000292,Summary1.As2,LATVIA,1991,Subsector,3.  Agriculture,,
D. Wetlands (4),1428.450119098839,0.8917427472,0.032578,Summary1.As2,LATVIA,1991,Subsector,3.  Agriculture,,
G. Harvested wood products ,-162.691985,,,Summary1.As2,LATVIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,13.02466897438834,,Summary1.As2,LATVIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.66504875955729,0.03990292557344,Summary1.As2,LATVIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.59367444518038,,3.996932403e-05,Summary1.As2,LATVIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,14.158668287,0.176701108,Summary1.As2,LATVIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,70.61722047292814,,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
B.  Manure management,,5.88804231117091,0.74943810926082,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,4.57492616012009,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
G. Liming,32.35833333333333,,,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
H. Urea application,3.872,,,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-18003.152492322723,5.016728,1.873484,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
B. Cropland (4),2301.154709333335,7.641085,,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
C. Grassland (4),938.0939590000008,7.822584,0.000402,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
D. Wetlands (4),433.0880856125103,0.9424596208,0.032221,Summary1.As2,LATVIA,1992,Subsector,3.  Agriculture,,
G. Harvested wood products ,55.160093,,,Summary1.As2,LATVIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,13.46812370507146,,Summary1.As2,LATVIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.66125560923884,0.03967533655433,Summary1.As2,LATVIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.61268707845684,,4.124935571e-05,Summary1.As2,LATVIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,12.142199202,0.175108142,Summary1.As2,LATVIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,46.23164126102282,,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
B.  Manure management,,4.01536862795155,0.51447844210393,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,3.50817769083401,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
G. Liming,1.60416666666667,,,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
H. Urea application,2.32906666666667,,,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-17834.99738255418,2.221498,1.847738,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
B. Cropland (4),2266.8436523333357,7.527311,,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
C. Grassland (4),936.4212330000008,7.791585,7e-06,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
D. Wetlands (4),167.5489161332413,0.9931764944,0.031863,Summary1.As2,LATVIA,1993,Subsector,3.  Agriculture,,
G. Harvested wood products ,396.513977,,,Summary1.As2,LATVIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,13.91970194053248,,Summary1.As2,LATVIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.64691339289392,0.03881480357364,Summary1.As2,LATVIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.6316997117333,,4.252938739e-05,Summary1.As2,LATVIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,8.781624871,0.166913473,Summary1.As2,LATVIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,40.42136753622725,,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
B.  Manure management,,3.68152226994895,0.45805613610033,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,3.10983996652449,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
G. Liming,0.73333333333333,,,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
H. Urea application,1.70133333333333,,,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-20309.067999112107,2.189258,1.847421,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
B. Cropland (4),2231.927973000002,7.414317,,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
C. Grassland (4),934.3542780000008,7.764761,3.2e-05,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
D. Wetlands (4),277.36851166103185,1.043892368,0.031506,Summary1.As2,LATVIA,1994,Subsector,3.  Agriculture,,
G. Harvested wood products ,-98.645865,,,Summary1.As2,LATVIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,14.37870450034372,,Summary1.As2,LATVIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.63571207814507,0.0381427246887,Summary1.As2,LATVIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.65071234500976,,4.380941908e-05,Summary1.As2,LATVIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.886440844,0.155856483,Summary1.As2,LATVIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,39.15876711333251,,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
B.  Manure management,,3.82639303009408,0.45819324860549,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.65485259327223,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
G. Liming,1.2375,,,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
H. Urea application,0.67466666666667,,,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-18776.869660209537,2.602988,1.85149,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
B. Cropland (4),2198.0936450000017,7.302102,,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
C. Grassland (4),932.5425303333342,7.73876,0.000172,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),283.178631195882,1.0946092416,0.031149,Summary1.As2,LATVIA,1995,Subsector,3.  Agriculture,,
G. Harvested wood products ,-475.423537,,,Summary1.As2,LATVIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,14.8444923817082,,Summary1.As2,LATVIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.62562336411293,0.03753740184678,Summary1.As2,LATVIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.66972497828622,,4.508945076e-05,Summary1.As2,LATVIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.850204169,0.146796697,Summary1.As2,LATVIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,37.66713580627994,,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
B.  Manure management,,3.47000613789926,0.43680463459981,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.696363514939,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
G. Liming,0.64166666666667,,,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
H. Urea application,0.85066666666667,,,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-18746.41754129769,2.747637,1.855668,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
B. Cropland (4),2159.9640626666687,7.175672,,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
C. Grassland (4),983.2198314608452,7.670306,0.0004,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),267.6239546534622,1.1453261152,0.030792,Summary1.As2,LATVIA,1996,Subsector,3.  Agriculture,,
G. Harvested wood products ,-683.039405,,,Summary1.As2,LATVIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,15.31648158004228,,Summary1.As2,LATVIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.6178551744,0.037071310464,Summary1.As2,LATVIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.68873761156268,,4.636948245e-05,Summary1.As2,LATVIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.728622581,0.128078515,Summary1.As2,LATVIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,36.83319952756795,,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
B.  Manure management,,3.42238337210058,0.41545521095434,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.7331587993003,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
G. Liming,0.18333333333333,,,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
H. Urea application,1.13813333333333,,,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-16096.663417132671,2.946618,1.857807,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
B. Cropland (4),2122.223334000002,7.050529,,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
C. Grassland (4),977.3183424608452,7.598245,0.000188,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),307.2964982372091,1.1960429888,0.030434,Summary1.As2,LATVIA,1997,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1562.829256,,,Summary1.As2,LATVIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,15.79413835534462,,Summary1.As2,LATVIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.62136250491429,0.03728175029486,Summary1.As2,LATVIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.70775024483914,,4.764951413e-05,Summary1.As2,LATVIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.899439358,0.123049879,Summary1.As2,LATVIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,34.18069343925149,,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
B.  Manure management,,3.27778414967453,0.38663535045242,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.64013783461085,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
G. Liming,2.15416666666667,,,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
H. Urea application,1.14986666666667,,,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-14620.043716530185,3.051312,1.862305,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
B. Cropland (4),2084.879613666669,6.9267,,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
C. Grassland (4),971.7821047941786,7.53214,0.00041,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),220.2679902592107,1.2467598624,0.030077,Summary1.As2,LATVIA,1998,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1963.783146,,,Summary1.As2,LATVIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,16.27697490598318,,Summary1.As2,LATVIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.62390993965714,0.03743459637943,Summary1.As2,LATVIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.7267628781156,,4.892954582e-05,Summary1.As2,LATVIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.862329534,0.118047139,Summary1.As2,LATVIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,29.23977291583605,,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
B.  Manure management,,3.04961530425033,0.34495391809771,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.48283652531009,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
G. Liming,2.24583333333333,,,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
H. Urea application,1.11466666666667,,,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-10980.018322058218,4.251572,1.87337,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
B. Cropland (4),2047.941313000002,6.804185,,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
C. Grassland (4),965.1587627941786,7.469916,0.000876,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),601.6857062061946,1.297476736,0.02972,Summary1.As2,LATVIA,1999,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2300.020026,,,Summary1.As2,LATVIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,16.76454541483422,,Summary1.As2,LATVIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.62946678514286,0.03776800710857,Summary1.As2,LATVIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.7501461,,5.4863e-05,Summary1.As2,LATVIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.72439212,0.115031747,Summary1.As2,LATVIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,29.33296259378902,,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
B.  Manure management,,3.13571267547811,0.34848309484501,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.53984545306571,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
G. Liming,4.675,,,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
H. Urea application,1.34933333333333,,,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
A. Forest land (4),-13846.349673260283,3.667581,1.868632,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
B. Cropland (4),2011.3930393333355,6.682983,,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
C. Grassland (4),959.932758127512,7.402265,0.000738,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),408.1439278300028,1.3481936096,0.029363,Summary1.As2,LATVIA,2000,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2422.652324,,,Summary1.As2,LATVIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,17.25644243572541,,Summary1.As2,LATVIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.62855925805714,0.03771355548343,Summary1.As2,LATVIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.1886028,,7.4669e-05,Summary1.As2,LATVIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.977486751,0.110324829,Summary1.As2,LATVIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,30.69311307566669,,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
B.  Manure management,,3.6172119521262,0.37168455131978,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.74777842475069,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
G. Liming,0.32083333333333,,,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
H. Urea application,1.85386666666667,,,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-14821.068604497344,2.349388,1.852787,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
B. Cropland (4),1941.291253000002,6.450731,,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
C. Grassland (4),1213.0049103902277,7.705933,0.001567,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),476.86906010634704,1.3989104832,0.029005,Summary1.As2,LATVIA,2001,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2258.220613,,,Summary1.As2,LATVIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,17.75229359089354,,Summary1.As2,LATVIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.63272440251429,0.03796346415086,Summary1.As2,LATVIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.3645083,,0.000153258,Summary1.As2,LATVIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,8.223178875,0.109405328,Summary1.As2,LATVIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,30.26299911301226,,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
B.  Manure management,,3.72522466650617,0.37252956260206,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.62093370663833,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
G. Liming,15.07916666666667,,,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
H. Urea application,4.4572,,,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-13378.27513908248,3.376108,1.860006,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
B. Cropland (4),1872.4153250000013,6.222537,,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
C. Grassland (4),1240.7664700489572,8.022746,0.003768,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),781.1963229968051,1.4496273568,0.028648,Summary1.As2,LATVIA,2002,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2295.528783,,,Summary1.As2,LATVIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,17.39268233748812,,Summary1.As2,LATVIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.63272009828571,0.03796320589714,Summary1.As2,LATVIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.30168831,,1.9789e-05,Summary1.As2,LATVIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.76724315,0.11258794,Summary1.As2,LATVIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,30.23941839780643,,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
B.  Manure management,,3.75349888757229,0.36480997823472,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.75225992766427,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
G. Liming,24.65833333333333,,,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
H. Urea application,1.42413333333333,,,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-12830.804225926817,2.630412,1.849792,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
B. Cropland (4),1804.7674406666683,5.998406,,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
C. Grassland (4),1277.0010163822906,8.323682,0.004678,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),660.7308350339922,1.5003442304,0.028291,Summary1.As2,LATVIA,2003,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2269.0158250000004,,,Summary1.As2,LATVIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,15.95706849438207,,Summary1.As2,LATVIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.6468723568,0.038812341,Summary1.As2,LATVIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.36872561,,2.4242e-05,Summary1.As2,LATVIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.918993507,0.115620739,Summary1.As2,LATVIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,29.2121534433644,,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
B.  Manure management,,3.67948605495476,0.35232910196198,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.68704764488415,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
G. Liming,1.00833333333333,,,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
H. Urea application,1.42486666666667,,,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-9225.561572189075,2.507836,1.847149,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
B. Cropland (4),1738.581313333335,5.77834,,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
C. Grassland (4),1312.467619715624,8.585739,0.002192,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),667.00569575048,1.551061104,0.027934,Summary1.As2,LATVIA,2004,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2146.1174650000003,,,Summary1.As2,LATVIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,14.82375980036651,,Summary1.As2,LATVIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.67182620914286,0.040309573,Summary1.As2,LATVIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.44555225,,3.2245e-05,Summary1.As2,LATVIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.780806097,0.112495163,Summary1.As2,LATVIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,30.10585374925911,,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
B.  Manure management,,3.80032699354021,0.35076861663537,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.81347885086012,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
G. Liming,1.5125,,,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
H. Urea application,1.4256,,,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-8770.114640657921,1.594549,1.835287,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
B. Cropland (4),1673.401073666668,5.562339,,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
C. Grassland (4),1348.0079670489574,8.856535,0.000661,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),855.6175218691205,1.6017779776,0.027577,Summary1.As2,LATVIA,2005,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2191.543965,,,Summary1.As2,LATVIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,15.22982011772036,,Summary1.As2,LATVIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.685884528,0.041153072,Summary1.As2,LATVIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.44483131,,3.17254e-05,Summary1.As2,LATVIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.129680246,0.112759148,Summary1.As2,LATVIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,30.27848765022138,,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
B.  Manure management,,3.91594117967234,0.3524688244837,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.78660879332154,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
G. Liming,1.375,,,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
H. Urea application,1.42633333333333,,,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
A. Forest land (4),-9752.812235616164,3.098854,1.847203,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
B. Cropland (4),1609.4488886666682,5.350402,,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
C. Grassland (4),1382.3060403822908,9.227365,0.008422,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),1061.0549690368537,1.6524938512,0.027219,Summary1.As2,LATVIA,2006,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2230.447769,,,Summary1.As2,LATVIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,15.67445791569025,,Summary1.As2,LATVIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.63950464,0.038370278,Summary1.As2,LATVIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.5276272,,0.000104805,Summary1.As2,LATVIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,6.247460107,0.12013323,Summary1.As2,LATVIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,31.63877052286871,,Summary1.As2,LATVIA,2007,Subsector,3.  Agriculture,,
B.  Manure management,,4.13281300095584,0.35901417165493,Summary1.As2,LATVIA,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,2.910554808568,Summary1.As2,LATVIA,2007,Subsector,3.  Agriculture,,
G. Liming,4.90416666666667,,,Summary1.As2,LATVIA,2007,Subsector,3.  Agriculture,,
