GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),408403.29273612786,,,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
                                           Sectoral approach(2),417142.28447659273,108.00822233658886,17.92694521192163,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
1.  Energy industries,139940.52300100419,8.42151501100639,1.61096075435403,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,88969.44935458494,6.92374134482841,3.92297036952288,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
3.  Transport,111531.08299836716,40.62022855770256,5.84609964767194,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
4.  Other sectors,75205.2726092617,51.82017485187503,6.3320475656669,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
5.  Other,1495.9565133747265,0.22256257117647,0.21486687470588,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,4002.3977140197594,334.3923348260239,0.03933054507819,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
1.  Solid fuels,0.06436963993672,2.96820392810229,,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,4002.333344379823,331.4241308979216,0.03933054507819,,,,,Summary1.As1,ITALY,1995,Subsector,1. Energy
