GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),451019.18768390606,,,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
                                           Sectoral approach(2),464520.4187464361,90.35837259652673,18.72336591234043,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
1.  Energy industries,158890.9329421063,5.7961862545853,1.77728382718221,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,94203.88357927643,5.93598602074593,4.87488795093649,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
3.  Transport,126140.67425285823,25.69275227412845,5.2484316989506,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
4.  Other sectors,84600.79477271506,52.83548136941999,6.69765034468289,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
5.  Other,684.1331994800079,0.09796667764706,0.12511209058824,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,3383.52173269043,297.3453097439368,0.04290618188198,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
1.  Solid fuels,0.70648900149198,5.34725,,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,3382.815243688938,291.9980597439368,0.04290618188198,,,,,Summary1.As1,ITALY,2003,Subsector,1. Energy
