GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),458748.0535636028,,,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
                                           Sectoral approach(2),470291.59752035333,92.03780932976888,18.11581441686625,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
1.  Energy industries,159227.3608723307,5.96277463142903,1.86951675597526,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,90785.92732975948,6.47950816580272,5.02089872232174,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
3.  Transport,126780.42863929018,20.27190987410903,3.81892769536555,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
4.  Other sectors,92265.27266721035,59.16318310901634,7.11509628555664,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
5.  Other,1232.6080117626284,0.16043354941176,0.29137495764706,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,2557.0669483921383,287.38538587111333,0.04482372081984,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
1.  Solid fuels,0.26846582056695,3.591825,,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2556.7984825715716,283.79356087111336,0.04482372081984,,,,,Summary1.As1,ITALY,2005,Subsector,1. Energy
