GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),393287.075327664,,,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
                                           Sectoral approach(2),400287.7715578673,95.64178737012513,16.00027503583106,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
1.  Energy industries,132748.29656275705,5.32336566616039,1.7502194925425,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,69688.05310316349,9.26955021736963,3.58036273992867,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
3.  Transport,113669.36732109541,11.76154964250995,3.4365019981774,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
4.  Other sectors,83667.17696687621,69.23531948937928,7.13471891635896,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
5.  Other,514.8776039751438,0.05200235470588,0.09847188882353,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
B. Fugitive emissions from fuels,2615.1658835089547,257.76324005074366,0.03765235444242,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
1.  Solid fuels,0.25998795254905,3.65762,,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2614.905895556406,254.10562005074368,0.03765235444242,,,,,Summary1.As1,ITALY,2011,Subsector,1. Energy
