GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Main_Category,Sub_Category,Detail_Category,CO2 (kt),CH4,N2O,Year
3.  Agriculture,Total national emissions and removals,Agriculture,3.  Agriculture,859.0096490498295,1078.7614625925924,57.26894493295221,2001
A.  Enteric fermentation,Total national emissions and removals,Agriculture,A.  Enteric fermentation,,910.2002543222967,,2001
B.  Manure management,Total national emissions and removals,Agriculture,B.  Manure management,,158.01212708682624,10.8712401262127,2001
D.  Agricultural soils,Total national emissions and removals,Agriculture,D.  Agricultural soils,,,45.87948281843053,2001
G. Liming,Total national emissions and removals,Agriculture,G. Liming,679.6425199195832,,,2001
H. Urea application,Total national emissions and removals,Agriculture,H. Urea application,176.39767622511465,,,2001
J.  Other ,Total national emissions and removals,Agriculture,J.  Other ,2.96945290513168,10.54908118346932,0.51822198830898,2001
"4.  Land use, land-use change and forestry  (4)",Total national emissions and removals,"Land use, land-use change and forestry","4.  Land use, land-use change and forestry  (4)",-1495.0972301047432,197.58148177907387,6.19810157626104,2001
A. Forest land (4),Total national emissions and removals,"Land use, land-use change and forestry",A. Forest land (4),-17299.80836809152,3.98608295780292,1.69734474197339,2001
B. Cropland (4),Total national emissions and removals,"Land use, land-use change and forestry",B. Cropland (4),13971.250447459814,11.71428932352081,1.95771753507858,2001
C. Grassland (4),Total national emissions and removals,"Land use, land-use change and forestry",C. Grassland (4),-459.5513709480962,98.22841210461617,0.09899161069851,2001
D. Wetlands (4),Total national emissions and removals,"Land use, land-use change and forestry",D. Wetlands (4),730.6698622422101,83.07520477908974,0.07363642990257,2001
E. Settlements (4),Total national emissions and removals,"Land use, land-use change and forestry",E. Settlements (4),4168.491351170762,0.06780872082933,1.14454426317794,2001
G. Harvested wood products ,Total national emissions and removals,"Land use, land-use change and forestry",G. Harvested wood products ,-2606.1491519379156,,,2001
H. Other  (4),Total national emissions and removals,"Land use, land-use change and forestry",H. Other  (4),,0.50968389321489,0.41123992264082,2001
5.  Waste,Total national emissions and removals,Waste,5.  Waste,646.1555472784232,2303.2111790972876,4.11266942840248,2001
A.  Solid waste disposal (5),Total national emissions and removals,Waste,A.  Solid waste disposal (5),,2232.8151731967987,,2001
B.  Biological treatment of solid waste (5),Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),,11.1724705691854,0.66906628449356,2001
C.  Incineration and open burning of waste (5),Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),646.1555472784232,2.99680276663572,0.28618944140085,2001
D.  Wastewater treatment and discharge,Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,,56.22673256466786,3.15741370250807,2001
