GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent),SF6 (kt)
Indirect CO2,31.59927290737923,,,Summary1.As3,LITHUANIA,2009,Sector,,
International bunkers,590.39172,0.041473,0.015586,Summary1.As3,LITHUANIA,2010,Sector,,
CO2 emissions from biomass,4146.049507297297,,,Summary1.As3,LITHUANIA,2010,Sector,,
Long-term storage of C in waste disposal sites,3593.458533582276,,,Summary1.As3,LITHUANIA,2010,Sector,,
Indirect CO2,32.37774283092524,,,Summary1.As3,LITHUANIA,2010,Sector,,
International bunkers,619.3838699999999,0.0423365,0.016388,Summary1.As3,LITHUANIA,2011,Sector,,
CO2 emissions from biomass,4042.620817027027,,,Summary1.As3,LITHUANIA,2011,Sector,,
Long-term storage of C in waste disposal sites,3662.465067420415,,,Summary1.As3,LITHUANIA,2011,Sector,,
Indirect CO2,31.7517891637958,,,Summary1.As3,LITHUANIA,2011,Sector,,
International bunkers,574.7422599999999,0.036359,0.01528,Summary1.As3,LITHUANIA,2012,Sector,,
CO2 emissions from biomass,4462.751054594595,,,Summary1.As3,LITHUANIA,2012,Sector,,
Long-term storage of C in waste disposal sites,3721.853542319821,,,Summary1.As3,LITHUANIA,2012,Sector,,
Indirect CO2,29.72260311592859,,,Summary1.As3,LITHUANIA,2012,Sector,,
International bunkers,489.74521,0.026843,0.013096,Summary1.As3,LITHUANIA,2013,Sector,,
CO2 emissions from biomass,4617.23379972973,,,Summary1.As3,LITHUANIA,2013,Sector,,
Long-term storage of C in waste disposal sites,3763.169926358066,,,Summary1.As3,LITHUANIA,2013,Sector,,
Indirect CO2,27.42277480108166,,,Summary1.As3,LITHUANIA,2013,Sector,,
International bunkers,269.51067,0.0049595,0.007436,Summary1.As3,LITHUANIA,2014,Sector,,
CO2 emissions from biomass,4892.872688108108,,,Summary1.As3,LITHUANIA,2014,Sector,,
Long-term storage of C in waste disposal sites,3800.992746375933,,,Summary1.As3,LITHUANIA,2014,Sector,,
Indirect CO2,31.96353816934019,,,Summary1.As3,LITHUANIA,2014,Sector,,
International bunkers,485.77578,0.02408,0.013224,Summary1.As3,LITHUANIA,2015,Sector,,
CO2 emissions from biomass,5441.804899459459,,,Summary1.As3,LITHUANIA,2015,Sector,,
Long-term storage of C in waste disposal sites,3835.829771499056,,,Summary1.As3,LITHUANIA,2015,Sector,,
Indirect CO2,34.9895493078736,,,Summary1.As3,LITHUANIA,2015,Sector,,
International bunkers,799.2562,0.0491935,0.021482,Summary1.As3,LITHUANIA,2016,Sector,,
CO2 emissions from biomass,5477.093185675676,,,Summary1.As3,LITHUANIA,2016,Sector,,
Long-term storage of C in waste disposal sites,3854.242053703521,,,Summary1.As3,LITHUANIA,2016,Sector,,
Indirect CO2,35.61881422311467,,,Summary1.As3,LITHUANIA,2016,Sector,,
International bunkers,871.86784,0.053267,0.02345,Summary1.As3,LITHUANIA,2017,Sector,,
CO2 emissions from biomass,5851.830107837838,,,Summary1.As3,LITHUANIA,2017,Sector,,
Long-term storage of C in waste disposal sites,3869.404530540721,,,Summary1.As3,LITHUANIA,2017,Sector,,
Indirect CO2,36.08642356955232,,,Summary1.As3,LITHUANIA,2017,Sector,,
International bunkers,1014.14198,0.06122,0.027286,Summary1.As3,LITHUANIA,2018,Sector,,
CO2 emissions from biomass,5875.843262972973,,,Summary1.As3,LITHUANIA,2018,Sector,,
Long-term storage of C in waste disposal sites,3883.614048937084,,,Summary1.As3,LITHUANIA,2018,Sector,,
Indirect CO2,37.94324859490562,,,Summary1.As3,LITHUANIA,2018,Sector,,
International bunkers,986.06694,0.059281,0.026524,Summary1.As3,LITHUANIA,2019,Sector,,
CO2 emissions from biomass,5773.298781081081,,,Summary1.As3,LITHUANIA,2019,Sector,,
Long-term storage of C in waste disposal sites,3896.941076632614,,,Summary1.As3,LITHUANIA,2019,Sector,,
Indirect CO2,41.69346724099426,,,Summary1.As3,LITHUANIA,2019,Sector,,
International bunkers,743.88356,0.054642,0.019824,Summary1.As3,LITHUANIA,2020,Sector,,
CO2 emissions from biomass,5991.233888648649,,,Summary1.As3,LITHUANIA,2020,Sector,,
Long-term storage of C in waste disposal sites,3907.109031723079,,,Summary1.As3,LITHUANIA,2020,Sector,,
Indirect CO2,37.76988635845436,,,Summary1.As3,LITHUANIA,2020,Sector,,
International bunkers,778.6563600000001,0.056496,0.020948,Summary1.As3,LITHUANIA,2021,Sector,,
CO2 emissions from biomass,6772.884526756757,,,Summary1.As3,LITHUANIA,2021,Sector,,
Long-term storage of C in waste disposal sites,3917.1922022895874,,,Summary1.As3,LITHUANIA,2021,Sector,,
Indirect CO2,40.26559352895201,,,Summary1.As3,LITHUANIA,2021,Sector,,
