GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),SF6 (kt)
2.  Manufacturing industries and construction                          ,1235.4974593216198,0.19656126252349,0.0447866592915,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
3.  Transport,5996.508514004374,0.25825074773301,0.24868802184277,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
4.  Other sectors,1338.09659,6.5503661,0.1414167,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
5.  Other,20.28261,0.0001415,0.000566,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
B. Fugitive emissions from fuels,253.5956970969518,10.76540050695925,3.818053927e-05,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,253.5956970969518,10.76540050695925,3.818053927e-05,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
A.  Mineral industry,539.4929120954135,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
C.  Metal industry,1.85567966804,,,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,18.23856371508069,,,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,,0.00026
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,529.8880684863414,
G.  Other product manufacture and use ,,,0.0171454643666,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,,1.646e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2018,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11288.576325347543,,,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
                                           Sectoral approach(2),11003.841020329008,7.59127100497614,0.55960662148206,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
1.  Energy industries,2219.02171009,0.925553,0.1239522,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1277.6706809495251,0.20266918838001,0.0481713707204,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
3.  Transport,6212.291799289484,0.24986166659613,0.24834895076166,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
4.  Other sectors,1265.61547,6.21298315,0.1383181,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
5.  Other,29.24136,0.000204,0.000816,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
B. Fugitive emissions from fuels,233.9416928532824,11.728105146859,3.303446659e-05,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,233.9416928532824,11.728105146859,3.303446659e-05,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
A.  Mineral industry,602.2493411140831,,,Summary1.As1,LITHUANIA,2019,Subsector,1. Energy,,
C.  Metal industry,1.50895155077333,,,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,17.56010751601258,,,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,,0.0001955
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,532.7375975440591,
G.  Other product manufacture and use ,,,0.01543982182369,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,,2.431e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2019,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11336.910661132795,,,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
                                           Sectoral approach(2),11024.70472852974,7.56288370591944,0.55534977895542,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
1.  Energy industries,2584.4309912,0.975737,0.1304494,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1163.6279734750426,0.21335450507815,0.04478650298775,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
3.  Transport,6064.960913854699,0.28164075084129,0.24570597596767,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
4.  Other sectors,1184.02023,6.09195845,0.1336359,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
5.  Other,27.66462,0.000193,0.000772,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
B. Fugitive emissions from fuels,181.61032880622065,10.05925774500162,2.573036342e-05,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,181.61032880622065,10.05925774500162,2.573036342e-05,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
A.  Mineral industry,579.4540628559485,,,Summary1.As1,LITHUANIA,2020,Subsector,1. Energy,,
C.  Metal industry,0.041318508,,,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,17.05788634534443,,,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,,0.0004185
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,501.5851796428732,
G.  Other product manufacture and use ,,,0.01135415420583,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,,9.093e-06
H.  Other(3),,,,Summary1.As1,LITHUANIA,2020,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11879.377741414402,,,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
                                           Sectoral approach(2),11405.976013914344,7.94787463994309,0.59427321915837,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
1.  Energy industries,2707.395073,1.209838,0.1616774,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1256.5682355728925,0.22855430199033,0.04542130345889,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
3.  Transport,6051.340395341454,0.28273248795276,0.24834301569948,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
4.  Other sectors,1363.50938,6.22656035,0.1380735,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
5.  Other,27.16293,0.0001895,0.000758,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
B. Fugitive emissions from fuels,217.6410147083696,9.66319793177616,2.282532239e-05,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,217.6410147083696,9.66319793177616,2.282532239e-05,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
A.  Mineral industry,655.5938550078101,,,Summary1.As1,LITHUANIA,2021,Subsector,1. Energy,,
C.  Metal industry,0.03776287377867,,,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,20.1527048657969,,,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,,0.000516
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,512.8539225394364,
G.  Other product manufacture and use ,,,0.01235471302524,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,,2.1463e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2021,Subsector,2.  Industrial processes and product use,,
A.  Enteric fermentation,,172.63189326959736,,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
B.  Manure management,,26.69616869988484,1.96032491676177,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.64035676228463,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
G. Liming,20.592,,,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
H. Urea application,59.60543226427248,,,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
A. Forest land (4),-7812.920217543893,0.0195702931319,0.09440519629007,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
B. Cropland (4),2582.823709061249,0.002061072,0.2452181727219,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
C. Grassland (4),-567.105498677001,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
D. Wetlands (4),580.4680017823058,,0.02040203314286,Summary1.As2,LITHUANIA,1990,Subsector,3.  Agriculture,,
G. Harvested wood products ,-252.5494491475393,,,Summary1.As2,LITHUANIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,41.15336207946444,,Summary1.As2,LITHUANIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00817874794556,0.00049072487673,Summary1.As2,LITHUANIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.65931973034567,0.0001591807128,0.000265301188,Summary1.As2,LITHUANIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,16.91959674239778,0.22555288290744,Summary1.As2,LITHUANIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,165.3416980136367,,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
B.  Manure management,,24.96632005403205,1.83147993152836,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.1348305457297,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
G. Liming,20.592,,,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
H. Urea application,69.7271094412244,,,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
A. Forest land (4),-7724.833064439372,0.00934700567494,0.09395411215338,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
B. Cropland (4),2492.3213511891195,0.002061072,0.2361238150239,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
C. Grassland (4),-939.2821277880464,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
D. Wetlands (4),575.2634629426794,,0.02040203314286,Summary1.As2,LITHUANIA,1991,Subsector,3.  Agriculture,,
G. Harvested wood products ,-263.82941745538045,,,Summary1.As2,LITHUANIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,42.14548748837488,,Summary1.As2,LITHUANIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00916857189449,0.00055011431367,Summary1.As2,LITHUANIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.65931973034567,0.0001591807128,0.000265301188,Summary1.As2,LITHUANIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,16.94234733839777,0.22647230849628,Summary1.As2,LITHUANIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,142.3889764919478,,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
B.  Manure management,,20.76209332734687,1.49859657504355,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.02981895346395,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
G. Liming,20.592,,,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
H. Urea application,24.74187754366021,,,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-7412.040046024283,0.14181160172444,0.10139640029579,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
B. Cropland (4),2438.428313816963,0.002061072,0.22779529797415,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
C. Grassland (4),-1076.3384409832624,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
D. Wetlands (4),594.1665637096772,,0.02040203314286,Summary1.As2,LITHUANIA,1992,Subsector,3.  Agriculture,,
F. Other land (4),25.42884895855732,,0.00275064070264,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-230.80094172542303,,,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,43.04305792499319,,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.01027818819506,0.0006166912917,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.74187476346368,6.36726e-05,0.000106121,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,15.12571205653274,0.22676133848544,Summary1.As2,LITHUANIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,115.25818495703528,,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
B.  Manure management,,16.55823729849585,1.16661043303161,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.66797902736299,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
G. Liming,2.69707474575,,,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
H. Urea application,12.08978107247033,,,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-7969.364619210321,0.05184667210317,0.09664853580458,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
B. Cropland (4),2334.938421858344,0.002061072,0.21917959068131,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
C. Grassland (4),-1213.9445217703758,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
D. Wetlands (4),346.51775465944024,,0.01776076971429,Summary1.As2,LITHUANIA,1993,Subsector,3.  Agriculture,,
F. Other land (4),35.99367537049562,,0.00550128140529,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-121.59952872981422,,,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,43.81583744323627,,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0115220945845,0.00069132567507,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.14070119363217,0.00015645744,0.0002607624,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,15.34866177911543,0.2262210752835,Summary1.As2,LITHUANIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,98.59318628762114,,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
B.  Manure management,,15.18012586709847,1.01462029579121,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.26885063484159,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
G. Liming,2.62160788725,,,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
H. Urea application,12.08978107247033,,,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-7446.976278650016,0.05184667210317,0.09682022494174,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
B. Cropland (4),2295.1761132997985,0.002061072,0.20989377282125,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
C. Grassland (4),-1372.5994848267624,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
D. Wetlands (4),727.3206893333339,,0.02111364514286,Summary1.As2,LITHUANIA,1994,Subsector,3.  Agriculture,,
F. Other land (4),185.93936243921647,,0.03676888241174,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-633.1348822336547,,,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.04115185409494,,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.01291654337269,0.00077499260236,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.65746700067957,4.71993e-05,7.86655e-05,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,14.35687940777182,0.22518513094176,Summary1.As2,LITHUANIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,88.73434745239429,,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
B.  Manure management,,14.66453508447367,0.93332409088534,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.07145574932253,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
G. Liming,4.030899543,,,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
H. Urea application,11.246307974391,,,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-5275.660539187953,0.05184667210317,0.0969728375081,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
B. Cropland (4),2193.2461204097744,0.002061072,0.20166098585253,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
C. Grassland (4),-1492.2786221908805,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),438.7717197398035,,0.02099801314286,Summary1.As2,LITHUANIA,1995,Subsector,3.  Agriculture,,
F. Other land (4),39.19852413972,,0.00825192210793,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-830.0569972418897,,,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.10825250084743,,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.01447975378739,0.00086878522724,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.50958338066286,0.00014991474,0.0002498579,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,14.40031628990287,0.22398302211516,Summary1.As2,LITHUANIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,86.1967142371251,,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
B.  Manure management,,14.14487571548779,0.89240213796495,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.88089559350545,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
G. Liming,13.37703880058333,,,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
H. Urea application,22.21145824942224,,,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
A. Forest land (4),530.9334685383349,0.05184667210317,0.09716360321605,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
B. Cropland (4),2011.0653444611853,0.002061072,0.19754459236817,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
C. Grassland (4),-1241.0381089745051,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),467.9452464081624,,0.02095360457143,Summary1.As2,LITHUANIA,1996,Subsector,3.  Agriculture,,
F. Other land (4),31.91264306658354,,0.00825192210793,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1154.420239404472,,,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.44067680291946,,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0162321500183,0.0009739290011,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.85258462384007,5.108196e-05,8.51366e-05,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,14.11053339442063,0.22280701721256,Summary1.As2,LITHUANIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,86.55690052756572,,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
B.  Manure management,,14.03062499058735,0.87761859048782,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.98255161135434,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
G. Liming,13.10614594483333,,,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
H. Urea application,22.80188941807776,,,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-846.959890354698,0.05184667210317,0.09733529235321,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
B. Cropland (4),2050.4208451642385,0.002061072,0.19017337612874,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
C. Grassland (4),-1399.279057111734,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),481.4503466666672,,0.01881735428571,Summary1.As2,LITHUANIA,1997,Subsector,3.  Agriculture,,
F. Other land (4),31.91264306658354,,0.00825192210793,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-916.9731833418564,,,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.75754555981097,,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.01819662807016,0.00109179768421,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.85424541302665,5.1286452e-05,8.547742e-05,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,14.52482843343916,0.22168587954942,Summary1.As2,LITHUANIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,82.1133990713809,,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
B.  Manure management,,13.58957822227687,0.82857922789713,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.92392730655322,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
G. Liming,13.822518402,,,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
H. Urea application,23.44855212660524,,,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-8191.447723809056,0.00788653603823,0.09515145045931,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
B. Cropland (4),2119.482350450465,0.002061072,0.17897295664804,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
C. Grassland (4),-1633.2203908356423,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),342.99179200000026,,0.01906298742857,Summary1.As2,LITHUANIA,1998,Subsector,3.  Agriculture,,
F. Other land (4),44.40707260882857,,0.00962724245925,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-877.011989257368,,,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.92526972313998,,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.02039885491142,0.00122393129469,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.9430773549008,5.880732e-05,9.80122e-05,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,13.72316999626472,0.2205987301782,Summary1.As2,LITHUANIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,75.54533504580068,,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
B.  Manure management,,12.51084872906585,0.73367525096119,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.73947144454384,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
G. Liming,9.76315511625667,,,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
H. Urea application,26.42882373981886,,,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-7982.599882869644,0.05008242478203,0.09767645682118,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
B. Cropland (4),2174.076257036715,0.002061072,0.16863410789663,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
C. Grassland (4),-1744.2484356740504,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),785.5395885134068,,0.04888421436942,Summary1.As2,LITHUANIA,1999,Subsector,3.  Agriculture,,
F. Other land (4),37.23141691101415,,0.00962724245925,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-815.0865256653615,,,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,45.0389920160877,,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.03650760382708,0.00137205622963,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.40921853177535,2.535168e-05,4.22528e-05,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,13.16117495832738,0.21954853838412,Summary1.As2,LITHUANIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,70.20732048163008,,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
B.  Manure management,,11.29089658707858,0.66350289453644,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.73075634314681,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
