GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),SF6 (kt)
2.  Manufacturing industries and construction                          ,1200.2441207471838,0.18786858694876,0.04991480029488,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
3.  Transport,3900.2217586232673,0.60885699392184,0.23884744056209,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
4.  Other sectors,1112.550146,6.79619555,0.1464833,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
5.  Other,9.31896,6.45e-05,0.000258,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
B. Fugitive emissions from fuels,118.55327882806152,9.02540141624137,0.0002504975381,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,118.55327882806152,9.02540141624137,0.0002504975381,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
A.  Mineral industry,424.0007550561134,,,Summary1.As1,LITHUANIA,2004,Subsector,1. Energy,,
C.  Metal industry,6.88886469895021,,,Summary1.As1,LITHUANIA,2004,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,18.11333333333333,,,Summary1.As1,LITHUANIA,2004,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2004,Subsector,2.  Industrial processes and product use,66.08040778973661,
G.  Other product manufacture and use ,,,0.23752085013592,Summary1.As1,LITHUANIA,2004,Subsector,2.  Industrial processes and product use,,5.0577e-05
A. Fuel combustion     Reference approach(2),12700.99027666668,,,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
                                           Sectoral approach(2),12405.46007771122,8.11915091192273,0.49730341855456,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
1.  Energy industries,5634.6011335,0.319223,0.0445597,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1468.6652905741869,0.1949100048666,0.05660609590066,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
3.  Transport,4112.559673637032,0.60761470705613,0.2452689226539,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
4.  Other sectors,1177.21304,6.9973172,0.1505247,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
5.  Other,12.42094,8.6e-05,0.000344,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
B. Fugitive emissions from fuels,113.04568392913998,10.54544698715972,0.00017944853459,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,113.04568392913998,10.54544698715972,0.00017944853459,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
A.  Mineral industry,443.5558787508413,,,Summary1.As1,LITHUANIA,2005,Subsector,1. Energy,,
C.  Metal industry,7.26497259985647,,,Summary1.As1,LITHUANIA,2005,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,17.32133333333333,,,Summary1.As1,LITHUANIA,2005,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2005,Subsector,2.  Industrial processes and product use,86.46129798155519,
G.  Other product manufacture and use ,,,0.2313872258734,Summary1.As1,LITHUANIA,2005,Subsector,2.  Industrial processes and product use,,7.3877e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2005,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),12744.598895000012,,,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
                                           Sectoral approach(2),12468.46202084692,8.47150509323776,0.50352060796857,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
1.  Energy industries,5180.4547725,0.338854,0.0470698,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1610.6693589142767,0.20303337086492,0.05699476748649,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
3.  Transport,4363.832809432644,0.59311667237284,0.24692974048208,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
4.  Other sectors,1301.44534,7.33641755,0.1521923,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
5.  Other,12.05974,8.35e-05,0.000334,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
B. Fugitive emissions from fuels,105.63330403138995,9.94053713553281,0.00015023212193,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,105.63330403138995,9.94053713553281,0.00015023212193,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
A.  Mineral industry,596.4342680023669,,,Summary1.As1,LITHUANIA,2006,Subsector,1. Energy,,
C.  Metal industry,6.948535,,,Summary1.As1,LITHUANIA,2006,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,16.17733333333333,,,Summary1.As1,LITHUANIA,2006,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2006,Subsector,2.  Industrial processes and product use,114.646892912255,
G.  Other product manufacture and use ,,,0.13444432464932,Summary1.As1,LITHUANIA,2006,Subsector,2.  Industrial processes and product use,,6.5952e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2006,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),12729.457305500013,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
                                           Sectoral approach(2),12737.290959911035,8.31466307158131,0.51518337647873,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
1.  Energy industries,4714.560502,0.336241,0.0470448,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1617.9462217410028,0.20210141635506,0.05520903784651,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
3.  Transport,5117.882576170033,0.63313570522625,0.26270423863222,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
4.  Other sectors,1271.08482,7.14307545,0.1497873,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
5.  Other,15.81684,0.0001095,0.000438,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
B. Fugitive emissions from fuels,82.7717399429514,9.28184206917679,0.00012790480657,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,82.7717399429514,9.28184206917679,0.00012790480657,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
A.  Mineral industry,598.1606001633373,,,Summary1.As1,LITHUANIA,2007,Subsector,1. Energy,,
C.  Metal industry,6.53907686666666,,,Summary1.As1,LITHUANIA,2007,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,16.04533333333334,,,Summary1.As1,LITHUANIA,2007,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2007,Subsector,2.  Industrial processes and product use,148.80641907128535,
G.  Other product manufacture and use ,,,0.10497372914641,Summary1.As1,LITHUANIA,2007,Subsector,2.  Industrial processes and product use,,5.3452e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2007,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),12804.166939594788,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
                                           Sectoral approach(2),12552.946275033244,8.57205261867087,0.5177187663747,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
1.  Energy industries,4779.292841,0.381713,0.052838,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1458.644239739192,0.18290001278854,0.05069031704205,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
3.  Transport,5088.019694294052,0.60439445588233,0.25770604933265,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
4.  Other sectors,1214.7087,7.40296015,0.1561444,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
5.  Other,12.2808,8.5e-05,0.00034,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
B. Fugitive emissions from fuels,140.76718954091342,9.11342947497959,0.00010599249707,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,140.76718954091342,9.11342947497959,0.00010599249707,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
A.  Mineral industry,520.6137343095677,,,Summary1.As1,LITHUANIA,2008,Subsector,1. Energy,,
C.  Metal industry,4.68665577192267,,,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,15.89866666666667,,,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,,0.00013
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,185.24145112133243,
G.  Other product manufacture and use ,,,0.02182223442641,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,,1.9902e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2008,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11452.651475776009,,,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
                                           Sectoral approach(2),11330.28450114043,8.53577304737183,0.42519199564986,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
1.  Energy industries,4754.36496,0.427872,0.0590928,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1176.787670601033,0.13731580597455,0.03410756778305,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
3.  Transport,4205.129530539397,0.48974334139728,0.17947822786681,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
4.  Other sectors,1182.7329,7.4807639,0.1522014,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
5.  Other,11.26944,7.8e-05,0.000312,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
B. Fugitive emissions from fuels,227.7838335958481,8.52057032415361,9.545134818e-05,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,227.7838335958481,8.52057032415361,9.545134818e-05,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
A.  Mineral industry,305.4350148126628,,,Summary1.As1,LITHUANIA,2009,Subsector,1. Energy,,
C.  Metal industry,4.19022607666667,,,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,12.42266666666667,,,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,,0.000104
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,206.09334409748152,
G.  Other product manufacture and use ,,,0.03890322296233,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,,2.6829e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2009,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),12415.614146456011,,,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
                                           Sectoral approach(2),12250.866635436312,8.62411548752884,0.43174385577253,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
1.  Energy industries,5301.298824,0.433878,0.0587819,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1273.6604097266809,0.15546366211552,0.03686831040515,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
3.  Transport,4321.704541709632,0.44777522541332,0.18156064536738,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
4.  Other sectors,1338.31006,7.5868886,0.154093,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
5.  Other,15.8928,0.00011,0.00044,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
B. Fugitive emissions from fuels,257.94419406001174,9.57905026993924,9.520234467e-05,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,257.94419406001174,9.57905026993924,9.520234467e-05,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
A.  Mineral industry,327.5426919012616,,,Summary1.As1,LITHUANIA,2010,Subsector,1. Energy,,
C.  Metal industry,4.28521365066667,,,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,14.44666666666667,,,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,,0.000208
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,246.99558626265707,
G.  Other product manufacture and use ,,,0.01845493877903,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,,5.1079e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2010,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11620.842951704675,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
                                           Sectoral approach(2),11469.886267042157,8.4631461579518,0.42916211626821,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
1.  Energy industries,4436.222366,0.393186,0.0530482,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1366.6974833359188,0.16842772959536,0.03996040584234,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
3.  Transport,4294.051147706236,0.41565927835644,0.18104951042587,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
4.  Other sectors,1360.12879,7.48578465,0.15475,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
5.  Other,12.78648,8.85e-05,0.000354,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
B. Fugitive emissions from fuels,244.24871536956056,7.48429622383402,9.495334115e-05,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,244.24871536956056,7.48429622383402,9.495334115e-05,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
A.  Mineral industry,380.9195882479667,,,Summary1.As1,LITHUANIA,2011,Subsector,1. Energy,,
C.  Metal industry,3.90787149866667,,,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,15.19466666666666,,,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,,0.00026
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,292.6974032624906,
G.  Other product manufacture and use ,,,0.01922299977476,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,,7.4899e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2011,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11659.183717533344,,,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
                                           Sectoral approach(2),11452.962665263169,8.55901273568025,0.44110399932686,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
1.  Energy industries,4379.095759999999,0.491899,0.0669258,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1464.981974921311,0.18676451364063,0.04339588588406,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
3.  Transport,4310.397050341858,0.38014387203962,0.1735483134428,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
4.  Other sectors,1289.53012,7.50014335,0.156986,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
5.  Other,8.95776,6.2e-05,0.000248,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
B. Fugitive emissions from fuels,232.87096197715329,9.7075344175033,8.49101993e-05,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,232.87096197715329,9.7075344175033,8.49101993e-05,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
A.  Mineral industry,457.8657062157418,,,Summary1.As1,LITHUANIA,2012,Subsector,1. Energy,,
C.  Metal industry,3.218947248,,,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,14.75252512340859,,,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,,0.000156
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,337.86694464145506,
G.  Other product manufacture and use ,,,0.01571167362485,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,,1.3672e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2012,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11044.84477987628,,,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
                                           Sectoral approach(2),10805.978670733264,8.4221527152819,0.44210323543858,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
1.  Energy industries,3815.40938,0.560158,0.0757673,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1409.2799136391716,0.18988795410219,0.04353366021222,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
3.  Transport,4303.027517094092,0.34321581117971,0.17053347522636,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
4.  Other sectors,1260.9965,7.32877145,0.1517908,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
5.  Other,17.26536,0.0001195,0.000478,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
B. Fugitive emissions from fuels,265.3892027627522,9.64127080590847,6.905697539e-05,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,265.3892027627522,9.64127080590847,6.905697539e-05,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
A.  Mineral industry,516.1216661889823,,,Summary1.As1,LITHUANIA,2013,Subsector,1. Energy,,
C.  Metal industry,2.476941192,,,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,14.91097605278245,,,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,,0.00026
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,392.1192948813466,
G.  Other product manufacture and use ,,,0.01596327658718,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,,1.1872e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2013,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),10657.397786666676,,,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
                                           Sectoral approach(2),10402.395603009714,8.03880832179744,0.46336340404917,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
1.  Energy industries,3134.71552,0.665937,0.0893389,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1289.8858694135934,0.17094300962009,0.04086289596201,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
3.  Transport,4774.130773596122,0.34651616217735,0.18539690808716,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
4.  Other sectors,1168.77152,6.85517065,0.1467987,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
5.  Other,34.89192,0.0002415,0.000966,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
B. Fugitive emissions from fuels,251.2068709205624,11.25797714024538,6.822696366e-05,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,251.2068709205624,11.25797714024538,6.822696366e-05,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
A.  Mineral industry,464.6454976748805,,,Summary1.As1,LITHUANIA,2014,Subsector,1. Energy,,
C.  Metal industry,2.59925605866667,,,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,14.09459608072016,,,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,,0.0002085
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,445.9986800436933,
G.  Other product manufacture and use ,,,0.01741224506252,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,,4.8172e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2014,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),10553.437444362497,,,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
                                           Sectoral approach(2),10391.903984112623,7.84485943407637,0.48123974171113,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
1.  Energy industries,3100.17059,0.845869,0.1133566,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1167.4249093552942,0.16624063892907,0.03843651573897,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
3.  Transport,5025.72634475733,0.3264010951473,0.19072032597216,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
4.  Other sectors,1062.56866,6.5060977,0.1377223,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
5.  Other,36.01348,0.000251,0.001004,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
B. Fugitive emissions from fuels,207.1934788152868,12.22058359391043,6.067385697e-05,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,207.1934788152868,12.22058359391043,6.067385697e-05,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
A.  Mineral industry,576.4404420375063,,,Summary1.As1,LITHUANIA,2015,Subsector,1. Energy,,
C.  Metal industry,2.01741045322667,,,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,14.15798454716383,,,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,,0.000195
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,550.8239357454202,
G.  Other product manufacture and use ,,,0.01640868340971,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,,2.9872e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2015,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11001.536576212096,,,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
                                           Sectoral approach(2),10661.826706529364,7.86639824899922,0.50680210968625,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
1.  Energy industries,2898.21265,0.887775,0.1189532,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1130.483907420119,0.17165753602523,0.03840171301339,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
3.  Transport,5406.7280391092445,0.29894436297399,0.20841849667286,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
4.  Other sectors,1201.43659,6.50784735,0.1403327,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
5.  Other,24.96552,0.000174,0.000696,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
B. Fugitive emissions from fuels,250.7689103331923,12.17044646388318,5.27887456e-05,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,250.7689103331923,12.17044646388318,5.27887456e-05,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
A.  Mineral industry,512.2330217984919,,,Summary1.As1,LITHUANIA,2016,Subsector,1. Energy,,
C.  Metal industry,1.46238999544,,,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,13.95035640641277,,,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,,0.000174
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,691.0086924605965,
G.  Other product manufacture and use ,,,0.01569633054291,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,,2.1672e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2016,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11273.880169381437,,,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
                                           Sectoral approach(2),10626.742808267223,7.86607140648288,0.52731230839224,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
1.  Energy industries,2510.3003500000004,0.965161,0.1295137,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,1161.6425595354865,0.17932879886343,0.04121216822134,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
3.  Transport,5636.667128731737,0.27539660761945,0.2163745401709,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
4.  Other sectors,1292.47491,6.446006,0.1394959,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
5.  Other,25.65786,0.000179,0.000716,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
B. Fugitive emissions from fuels,224.2249916085061,12.03942735062834,4.581664712e-05,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,224.2249916085061,12.03942735062834,4.581664712e-05,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
A.  Mineral industry,492.11078092811454,,,Summary1.As1,LITHUANIA,2017,Subsector,1. Energy,,
C.  Metal industry,2.07336051706667,,,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,17.41227280048508,,,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,,0.000312
F.  Product uses as substitutes for ODS,,,,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,680.6809264433513,
G.  Other product manufacture and use ,,,0.0170312635433,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,,2.2072e-05
H.  Other(3),,,,Summary1.As1,LITHUANIA,2017,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),11538.103874328028,,,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
                                           Sectoral approach(2),10977.227921325994,7.9423546102565,0.56131058113427,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
1.  Energy industries,2386.842748,0.937035,0.1258532,Summary1.As1,LITHUANIA,2018,Subsector,1. Energy,,
