GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),279427.68687592645,,,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
                                           Sectoral approach(2),285210.677332796,81.06048632009681,11.71456720604553,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
1.  Energy industries,39849.45135255847,2.05411920684563,0.82778605315846,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,46852.4793254677,4.23915408363817,1.78544413187025,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
3.  Transport,123887.44082491905,6.67257716701749,4.32581722734259,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
4.  Other sectors,72490.56724581086,67.98484310480328,4.73401053721171,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
5.  Other,2130.7385840398892,0.10979275779226,0.04150925646252,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,1754.934876394185,33.17238534788642,0.0275169441708,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
1.  Solid fuels,,0.34205679009198,,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,1754.934876394185,32.83032855779444,0.0275169441708,,,,Summary1.As1,FRANCE,2021,Subsector,1. Energy
