GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),369870.33282090316,,,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
                                           Sectoral approach(2),376165.01490754815,202.89170501608675,16.88406637711325,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
1.  Energy industries,69374.62228004316,1.68824395214949,1.82243731343577,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,69286.90997919044,3.62114819522698,2.00578751630851,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
3.  Transport,137265.7617594397,26.92589955797018,8.02325529422816,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
4.  Other sectors,98184.99820004845,170.6173353101983,4.97890253416041,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
5.  Other,2052.7226888264245,0.03907800054181,0.0536837189804,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
B. Fugitive emissions from fuels,4457.177323628073,184.96975131775088,0.0999330073919,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
1.  Solid fuels,,124.05680259298694,,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,4457.177323628073,60.91294872476395,0.0999330073919,,,,Summary1.As1,FRANCE,1998,Subsector,1. Energy
