GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,8568.527919204602,4.23954695377242,39.58792099093467,658.7268070786517,402.883848,0.0042,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
C.  Metal industry,16011.0986422396,4.74157980772045,,,1352.94140217391,0.02081331125,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,1104.5736375001338,0.03638219746274,0.00766335726109,,,,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,16.28365933333329,470.5718743338106,0.00206894078078,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,6866.672963691925,,,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,28.22628,,0.42453906122273,,162.494112693725,0.05307432611222,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
H.  Other(3),0.04372795367749,,,,,,Summary1.As1,FRANCE,2001,Subsector,2.  Industrial processes and product use
