GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),260675.63895435797,,,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
                                           Sectoral approach(2),263803.2430950493,75.02605928087043,11.28830656809068,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
1.  Energy industries,38033.17015021856,1.85000868505076,0.82261195314549,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,44916.27262282015,4.21708110536759,1.72893731160235,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
3.  Transport,110078.5502771708,5.71889180184579,3.90230409318184,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
4.  Other sectors,69300.17481438536,63.15862863574904,4.80718909580345,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
5.  Other,1475.0752304544335,0.08144905285725,0.02726411435755,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,2203.8016815837273,34.09261621941366,0.03480488075363,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
1.  Solid fuels,,1.02245823493098,,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,2203.8016815837273,33.07015798448268,0.03480488075363,,,,Summary1.As1,FRANCE,2020,Subsector,1. Energy
