GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),372749.7814976028,,,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
                                           Sectoral approach(2),375499.30503319245,185.3339258988367,13.49176218088797,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
1.  Energy industries,56117.16721491865,1.27979470785268,1.78028165930584,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,73263.04430909993,3.52345612115721,1.90781243038445,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
3.  Transport,142828.29797820302,22.77355176369795,4.82557160687121,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
4.  Other sectors,101193.80528270891,157.68925616938563,4.92786287411918,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
5.  Other,2096.99024826194,0.06786713674321,0.05023361020729,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
B. Fugitive emissions from fuels,4260.016027318008,132.3498613959394,0.10108536846299,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
1.  Solid fuels,,72.95723708614132,,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,4260.016027318008,59.39262430979807,0.10108536846299,,,,Summary1.As1,FRANCE,2001,Subsector,1. Energy
