GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),17009.855452340074,,,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
                                           Sectoral approach(2),16570.51367834374,16.01452335933675,0.71077896168841,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
1.  Energy industries,6238.879396943509,0.20817053410072,0.05650998608927,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3065.0657588999998,0.199999617,0.0299552895,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
3.  Transport,4098.78033736327,1.49849522291523,0.20449655101889,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
4.  Other sectors,3167.7881851369625,14.1078579853208,0.41981713508025,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
B. Fugitive emissions from fuels,677.4530525664752,10.30177111943652,0.0012286170279,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
1.  Solid fuels,,0.697738,,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,677.4530525664752,9.60403311943652,0.0012286170279,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
A.  Mineral industry,1014.4167776033466,,,,,Summary1.As1,CROATIA,1998,Subsector,1. Energy
