GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),14538.842832797716,,,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
                                           Sectoral approach(2),14285.750164863306,15.22601680963139,0.60545173427168,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
1.  Energy industries,5261.600326631032,0.162206705564,0.041512621,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,2874.3838854,0.187558139,0.0280515316,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
3.  Transport,3292.908094410396,1.27567969261018,0.15334496695325,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
4.  Other sectors,2856.8578584218785,13.60057227245721,0.38254261471843,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,835.7838497960669,11.59170849854831,0.00134131629767,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
1.  Solid fuels,,1.129017,,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,835.7838497960669,10.46269149854831,0.00134131629767,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
A.  Mineral industry,739.7560089394769,,,,,Summary1.As1,CROATIA,1995,Subsector,1. Energy
