GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),14556.34279900285,,,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
                                           Sectoral approach(2),14500.419602187487,14.22813440021764,0.73883847353512,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
1.  Energy industries,3659.316514736171,0.42299304150419,0.08706690691041,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,2381.7441634,0.18090557,0.0259737368,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
3.  Transport,5732.11159135778,0.36941693305512,0.21058060126321,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
4.  Other sectors,2727.2473326935365,13.25481885565833,0.4152172285615,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,288.1839434732526,6.14396163455582,0.00053796202326,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,288.1839434732526,6.14396163455582,0.00053796202326,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
A.  Mineral industry,1359.343958556725,,,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
B.  Chemical industry,535.3201110946001,,0.21838916522136,,,Summary1.As1,CROATIA,2020,Subsector,1. Energy
