GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),19521.42409818778,,,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
                                           Sectoral approach(2),19494.24110572396,16.11930348997381,0.93343006780915,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
1.  Energy industries,6784.0099685344285,0.19447773838289,0.078881030345,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3582.998578922,0.239470178755,0.0360269759755,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
3.  Transport,5262.211987405103,1.10922691391526,0.37366230068841,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
4.  Other sectors,3865.020570862426,14.57612865892066,0.44485976080024,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
B. Fugitive emissions from fuels,777.919074973092,9.93401569329983,0.00094277646977,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,777.919074973092,9.93401569329983,0.00094277646977,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
A.  Mineral industry,1748.1521917441323,,,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
B.  Chemical industry,665.5653375690296,0.149658,2.1861372,,,Summary1.As1,CROATIA,2004,Subsector,1. Energy
