GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),14886.992234006906,,,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
                                           Sectoral approach(2),14829.751366398945,16.94515002394828,0.77496826644476,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
1.  Energy industries,5085.533164633561,0.16302000814722,0.043419899,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,2866.97912706,0.184135654,0.0274670035,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
3.  Transport,3620.220204403298,1.38012690114495,0.24844239891639,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
4.  Other sectors,3257.018870302086,15.21786746065611,0.45563896502837,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
B. Fugitive emissions from fuels,810.3006994111475,11.16245156574248,0.00130586751628,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
1.  Solid fuels,,0.9106305,,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,810.3006994111475,10.25182106574248,0.00130586751628,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
A.  Mineral industry,826.7692318046333,,,,,Summary1.As1,CROATIA,1996,Subsector,1. Energy
