GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),20179.811274625685,,,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
                                           Sectoral approach(2),20087.341410109402,16.5749775725939,0.81391374476027,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
1.  Energy industries,7871.160497674707,0.23304787345954,0.0868925684404,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3136.7763665424,0.197623568296,0.0299601469296,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
3.  Transport,5126.75564090006,1.18274879154651,0.22812487553016,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
4.  Other sectors,3952.6489049922343,14.96155733929185,0.46893615386011,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,728.8018125813056,10.0057477839043,0.00098438584186,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,728.8018125813056,10.0057477839043,0.00098438584186,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
A.  Mineral industry,1652.1235840959118,,,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
B.  Chemical industry,574.4230142903266,0.123756,1.7982954,,,Summary1.As1,CROATIA,2003,Subsector,1. Energy
